ID_REF	VALUE
cin-miR-4203-3p_st	0.17
cin-miR-4204-3p_st	0.72
cin-miR-4204-5p_st	0.33
cin-miR-4205-5p_st	0.21
cin-miR-4206-3p_st	0.48
cin-miR-4207-3p_st	1.32
cin-miR-4208-3p_st	0.10
cin-miR-4209-5p_st	0.61
cin-miR-4210-5p_st	0.46
cin-miR-4211-5p_st	0.26
cin-miR-4212-3p_st	0.46
cin-miR-4213-5p_st	0.30
cin-miR-4214-5p_st	0.25
cin-miR-4215-3p_st	0.32
cin-miR-4216-3p_st	0.61
cin-miR-4216-5p_st	0.22
cin-miR-4217-3p_st	0.46
cin-miR-4218-5p_st	0.68
cin-miR-4219-5p_st	0.44
cin-miR-4220-3p_st	0.42
cin-miR-4220-5p_st	0.34
cin-miR-672_st	1.52
cin-miR-7-star_st	1.93
cin-miR-78_st	0.50
cin-miR-7_st	0.57
cin-miR-9-5p_st	0.33
cin-miR-92a-star_st	1.34
cin-miR-92a_st	1.72
cin-miR-92b-star_st	0.54
cin-miR-92b_st	6.64
cin-miR-92c-star_st	0.47
cin-miR-92c_st	1.45
cin-miR-92d-3p_st	1.95
cin-miR-92d-5p_st	0.30
cin-miR-92e-3p_st	0.21
cin-miR-92e-5p_st	3.28
cin-miR-96-3p_st	0.61
cin-miR-96-5p_st	0.55
cla-miR-1992_st	0.25
cla-miR-1994_st	0.78
cpa-miR162a_st	0.37
cqu-bantam-star_st	0.73
cqu-bantam_st	0.36
cqu-let-7-star_st	1.95
cqu-let-7_st	5.43
cqu-miR-10-star_st	7.42
cqu-miR-100-star_st	0.24
cqu-miR-1000_st	0.46
cqu-miR-100_st	10.86
cqu-miR-10_st	0.32
cqu-miR-11-star_st	0.61
cqu-miR-1174_st	0.43
cqu-miR-1175-star_st	0.28
cqu-miR-1175_st	0.41
cqu-miR-11_st	0.52
cqu-miR-12-star_st	1.11
cqu-miR-124_st	0.74
cqu-miR-125-star_st	0.56
cqu-miR-125_st	14.29
cqu-miR-12_st	0.34
cqu-miR-133_st	0.65
cqu-miR-137_st	0.17
cqu-miR-13_st	0.43
cqu-miR-14_st	0.85
cqu-miR-184_st	7.15
cqu-miR-1889-star_st	0.31
cqu-miR-1889_st	0.39
cqu-miR-1890_st	0.31
cqu-miR-1891_st	0.17
cqu-miR-190_st	0.32
cqu-miR-1_st	0.33
cqu-miR-210-star_st	0.43
cqu-miR-210_st	4.68
cqu-miR-252-star_st	0.55
cqu-miR-252_st	0.36
cqu-miR-263_st	0.59
cqu-miR-275_st	0.39
cqu-miR-276-star_st	0.48
cqu-miR-276_st	0.89
cqu-miR-277_st	0.47
cqu-miR-278_st	0.19
cqu-miR-279-star_st	0.51
cqu-miR-279_st	0.44
cqu-miR-281-star_st	0.86
cqu-miR-281_st	1.24
cqu-miR-283_st	0.45
cqu-miR-285-star_st	0.76
cqu-miR-285_st	1.48
cqu-miR-2941-1-star_st	0.35
cqu-miR-2941-2-star_st	0.91
cqu-miR-2941_st	0.47
cqu-miR-2951-star_st	0.23
cqu-miR-2951_st	5.07
cqu-miR-2952_st	2.83
cqu-miR-2_st	0.66
cqu-miR-305-star_st	0.78
cqu-miR-305_st	0.78
cqu-miR-306_st	0.35
cqu-miR-308_st	1.71
cqu-miR-309_st	2.96
cqu-miR-31-star_st	0.35
cqu-miR-315_st	0.09
cqu-miR-316_st	0.74
cqu-miR-317-star_st	0.42
cqu-miR-317_st	0.33
cqu-miR-31_st	11.25
cqu-miR-33_st	0.09
cqu-miR-375_st	0.47
cqu-miR-71-star_st	0.20
cqu-miR-71_st	0.60
cqu-miR-79_st	0.49
cqu-miR-7_st	0.80
cqu-miR-8-star_st	3.00
cqu-miR-87_st	1.10
cqu-miR-8_st	0.21
cqu-miR-9-star_st	0.10
cqu-miR-92_st	5.43
cqu-miR-932-star_st	0.40
cqu-miR-932_st	0.92
cqu-miR-957_st	0.46
cqu-miR-965_st	0.36
cqu-miR-970_st	0.20
cqu-miR-980_st	3.30
cqu-miR-981_st	0.53
cqu-miR-988-star_st	0.38
cqu-miR-988_st	0.35
cqu-miR-989_st	0.51
cqu-miR-993-star_st	0.28
cqu-miR-993_st	1.14
cqu-miR-996_st	0.79
cqu-miR-998_st	0.18
cqu-miR-999_st	0.23
cqu-miR-9_st	0.67
cqu-miR-iab-4_st	0.80
cre-miR1142_st	2.66
cre-miR1143-star_st	0.21
cre-miR1143_st	0.89
cre-miR1144a.1_st	7.02
cre-miR1144a.2_st	5.46
cre-miR1144b_st	6.93
cre-miR1145.1_st	0.88
cre-miR1145.2_st	0.40
cre-miR1146_st	0.50
cre-miR1147.1_st	1.02
cre-miR1147.2_st	0.04
cre-miR1148.1_st	2.89
cre-miR1148.2_st	0.97
cre-miR1149.1_st	0.95
cre-miR1149.2_st	0.47
cre-miR1150.1_st	0.47
cre-miR1150.2_st	1.07
cre-miR1150.3_st	6.89
cre-miR1151a-star_st	5.09
cre-miR1151a_st	0.98
cre-miR1151b-star_st	6.68
cre-miR1151b_st	0.92
cre-miR1152_st	0.10
cre-miR1153.1-star_st	0.31
cre-miR1153.1_st	0.77
cre-miR1153.2-star_st	0.54
cre-miR1153.2_st	0.10
cre-miR1154-star_st	0.46
cre-miR1154_st	0.11
cre-miR1155_st	3.71
cre-miR1156.1_st	0.56
cre-miR1156.2_st	1.26
cre-miR1157-star_st	0.37
cre-miR1157_st	3.40
cre-miR1158_st	2.94
cre-miR1159.1_st	0.31
cre-miR1159.2_st	0.75
cre-miR1160.1_st	0.52
cre-miR1160.2_st	1.55
cre-miR1160.3_st	5.99
cre-miR1161a_st	0.60
cre-miR1161b_st	0.32
cre-miR1162-star_st	1.05
cre-miR1162_st	0.24
cre-miR1163.1_st	0.50
cre-miR1163.2_st	0.74
cre-miR1164_st	0.52
cre-miR1165-star_st	0.78
cre-miR1165_st	2.00
cre-miR1166.1_st	0.75
cre-miR1166.2_st	0.34
cre-miR1167_st	0.38
cre-miR1168.1_st	0.35
cre-miR1168.2_st	1.51
cre-miR1169-star_st	0.70
cre-miR1169_st	0.87
cre-miR1170.1_st	0.50
cre-miR1170.2_st	0.76
cre-miR1171_st	2.73
cre-miR1172.1_st	7.41
cre-miR1172.2_st	0.35
cre-miR1173_st	0.10
cre-miR905-star_st	1.03
cre-miR905_st	1.07
cre-miR906-3p_st	0.41
cre-miR906-5p_st	0.49
cre-miR907_st	1.29
cre-miR908.1_st	0.26
cre-miR908.2_st	0.58
cre-miR908.3_st	1.41
cre-miR909.1_st	1.11
cre-miR909.2_st	1.95
cre-miR909.3_st	1.14
cre-miR910_st	0.78
cre-miR911_st	0.66
cre-miR912_st	0.78
cre-miR913-star_st	0.36
cre-miR913_st	0.53
cre-miR914_st	1.14
cre-miR915_st	1.56
cre-miR916_st	0.64
cre-miR917_st	0.55
cre-miR918_st	1.00
cre-miR919.1_st	0.13
cre-miR919.2_st	0.79
crm-let-7_st	13.39
crm-lin-4-star_st	0.59
crm-lin-4_st	0.57
crm-miR-1-star_st	0.64
crm-miR-124_st	0.54
crm-miR-1_st	0.46
crm-miR-2-star_st	0.57
crm-miR-2227_st	0.79
crm-miR-2228_st	0.54
crm-miR-2229_st	0.47
crm-miR-2230-star_st	0.65
crm-miR-2230_st	0.46
crm-miR-2231-star_st	1.65
crm-miR-2231_st	0.61
crm-miR-228_st	0.73
crm-miR-230-star_st	1.04
crm-miR-230_st	0.61
crm-miR-231_st	2.29
crm-miR-232_st	1.94
crm-miR-233_st	1.06
crm-miR-235-star_st	1.52
crm-miR-235_st	0.70
crm-miR-236_st	0.32
crm-miR-237-star_st	0.13
crm-miR-237_st	0.47
crm-miR-238_st	0.68
crm-miR-239a-star_st	0.61
crm-miR-239a_st	0.15
crm-miR-239b_st	0.39
crm-miR-241_st	0.62
crm-miR-242_st	0.13
crm-miR-244-star_st	0.06
crm-miR-244_st	0.25
crm-miR-245_st	0.48
crm-miR-246-star_st	0.18
crm-miR-246_st	0.37
crm-miR-247_st	0.71
crm-miR-248_st	1.06
crm-miR-249_st	0.57
crm-miR-250-star_st	0.57
crm-miR-250_st	0.42
crm-miR-252_st	0.82
crm-miR-253_st	0.95
crm-miR-259_st	0.41
crm-miR-2_st	0.45
crm-miR-34_st	1.39
crm-miR-355_st	0.25
crm-miR-356_st	0.30
crm-miR-357_st	0.40
crm-miR-35a_st	0.61
crm-miR-35b_st	2.58
crm-miR-35c-star_st	0.57
crm-miR-35c_st	3.57
crm-miR-35d_st	0.23
crm-miR-35e_st	4.28
crm-miR-35f_st	4.98
crm-miR-35g_st	0.64
crm-miR-38_st	0.09
crm-miR-39_st	0.69
crm-miR-40_st	0.47
crm-miR-41_st	0.95
crm-miR-42_st	0.63
crm-miR-43_st	0.54
crm-miR-44-star_st	0.35
crm-miR-44_st	0.62
crm-miR-45-star_st	0.18
crm-miR-45_st	0.16
crm-miR-46-star_st	0.44
crm-miR-46_st	0.38
crm-miR-47_st	0.61
crm-miR-48-star_st	0.97
crm-miR-48_st	0.33
crm-miR-49_st	0.35
crm-miR-50-star_st	0.55
crm-miR-50_st	0.58
crm-miR-52-star_st	0.33
crm-miR-52_st	0.54
crm-miR-55-star_st	0.41
crm-miR-55_st	0.46
crm-miR-57_st	1.37
crm-miR-58a_st	0.61
crm-miR-58b-star_st	0.74
crm-miR-58b_st	4.08
crm-miR-59_st	0.47
crm-miR-60-star_st	0.59
crm-miR-60_st	0.36
crm-miR-61_st	0.31
crm-miR-62_st	0.58
crm-miR-63-star_st	0.61
crm-miR-63_st	0.33
crm-miR-64a-star_st	1.20
crm-miR-64a_st	0.40
crm-miR-64b-star_st	0.47
crm-miR-64b_st	0.77
crm-miR-64c-star_st	0.61
crm-miR-64c_st	0.50
crm-miR-64d-star_st	0.51
crm-miR-64d_st	0.49
crm-miR-64e_st	0.49
crm-miR-66-star_st	0.61
crm-miR-66_st	0.44
crm-miR-67-star_st	0.47
crm-miR-67_st	0.42
crm-miR-70_st	0.30
crm-miR-71-star_st	0.78
crm-miR-71_st	1.34
crm-miR-72-star_st	0.63
crm-miR-72_st	11.85
crm-miR-73_st	1.17
crm-miR-74a_st	0.33
crm-miR-74b_st	1.33
crm-miR-75_st	0.40
crm-miR-76_st	0.10
crm-miR-77_st	0.78
crm-miR-784-star_st	0.50
crm-miR-784_st	0.22
crm-miR-785_st	0.57
crm-miR-786_st	0.39
crm-miR-787_st	0.61
crm-miR-788_st	0.37
crm-miR-79-star_st	0.26
crm-miR-790_st	0.61
crm-miR-79_st	0.34
crm-miR-80-star_st	0.98
crm-miR-80_st	0.47
crm-miR-81-star_st	0.12
crm-miR-81_st	1.36
crm-miR-82_st	1.34
crm-miR-83_st	3.68
crm-miR-84-star_st	0.56
crm-miR-84_st	0.19
crm-miR-85_st	1.41
crm-miR-86-star_st	0.99
crm-miR-86_st	0.74
crm-miR-87-star_st	0.69
crm-miR-87_st	0.33
crm-miR-90_st	0.49
crt-miR166a_st	0.28
crt-miR166b_st	0.66
crt-miR168_st	1.14
crt-miR171_st	0.53
csa-let-7a_st	6.07
csa-let-7b_st	8.04
csa-let-7c_st	7.74
csa-let-7d_st	5.94
csa-miR-124_st	0.18
csa-miR-126_st	0.86
csa-miR-133_st	0.69
csa-miR-141_st	0.26
csa-miR-1473_st	0.33
csa-miR-1497_st	1.38
csa-miR-153_st	0.73
csa-miR-155_st	0.56
csa-miR-183_st	0.48
csa-miR-200_st	0.47
csa-miR-216a_st	0.82
csa-miR-216b_st	1.01
csa-miR-217_st	0.32
csa-miR-219_st	0.34
csa-miR-281_st	0.43
csa-miR-31_st	9.58
csa-miR-34_st	1.12
csa-miR-7_st	0.92
csa-miR-92a_st	0.83
csa-miR-92b_st	1.39
csa-miR-92c_st	0.84
csi-miR1515_st	0.50
csi-miR156_st	0.27
csi-miR159_st	0.67
csi-miR160_st	0.74
csi-miR162-star_st	0.21
csi-miR162_st	0.53
csi-miR164_st	0.46
csi-miR166a_st	1.02
csi-miR166b_st	0.59
csi-miR166c_st	1.21
csi-miR166d_st	0.54
csi-miR166e-star_st	0.40
csi-miR166e_st	1.42
csi-miR167a_st	0.77
csi-miR167b_st	0.42
csi-miR167c_st	0.81
csi-miR169_st	0.54
csi-miR171a_st	0.88
csi-miR171b_st	0.39
csi-miR172a-star_st	0.10
csi-miR172a_st	0.32
csi-miR172b_st	0.87
csi-miR172c_st	0.16
csi-miR319_st	0.34
csi-miR390_st	0.71
csi-miR393_st	-0.08
csi-miR3946_st	2.83
csi-miR3947-5p_st	0.61
csi-miR3948_st	4.11
csi-miR3949_st	1.26
csi-miR394_st	2.53
csi-miR3950_st	0.83
csi-miR3951_st	4.62
csi-miR3952_st	0.76
csi-miR3953_st	0.21
csi-miR3954_st	0.39
csi-miR395_st	0.41
csi-miR396a_st	0.32
csi-miR396b_st	0.47
csi-miR396c_st	0.47
csi-miR397_st	0.33
csi-miR398_st	1.71
csi-miR399a_st	0.65
csi-miR399b_st	0.38
csi-miR399c_st	0.46
csi-miR399d_st	0.24
csi-miR399e_st	0.14
csi-miR403_st	0.46
csi-miR408_st	2.17
csi-miR472_st	2.42
csi-miR473_st	0.46
csi-miR477a_st	0.48
csi-miR477b_st	0.63
csi-miR477c_st	0.25
csi-miR479_st	0.52
csi-miR482a-star_st	2.06
csi-miR482a_st	1.17
csi-miR482b_st	1.57
csi-miR482c_st	2.32
csi-miR530a_st	1.07
csi-miR530b_st	0.34
csi-miR535_st	2.96
csi-miR827_st	0.40
csi-miR857_st	1.34
cte-bantam_st	0.54
cte-let-7_st	12.57
cte-miR-100_st	4.31
cte-miR-10a_st	1.51
cte-miR-10b_st	1.37
cte-miR-10c_st	1.32
cte-miR-10d_st	0.45
cte-miR-1175-star_st	0.37
cte-miR-1175_st	0.58
cte-miR-124_st	0.61
cte-miR-125_st	14.35
cte-miR-12_st	0.78
cte-miR-133_st	0.22
cte-miR-137_st	0.61
cte-miR-153_st	0.52
cte-miR-182_st	0.47
cte-miR-184a_st	7.16
cte-miR-184b_st	5.70
cte-miR-190_st	0.34
cte-miR-193_st	1.89
cte-miR-1987_st	0.32
cte-miR-1989_st	1.20
cte-miR-1990a_st	0.07
cte-miR-1990b_st	0.66
cte-miR-1990c-star_st	0.58
cte-miR-1991_st	0.33
cte-miR-1992_st	0.61
cte-miR-1993_st	0.59
cte-miR-1994_st	0.61
cte-miR-1995_st	0.35
cte-miR-1996a_st	1.41
cte-miR-1996b_st	0.42
cte-miR-1997_st	1.71
cte-miR-1998_st	0.34
cte-miR-1999_st	1.42
cte-miR-1_st	0.33
cte-miR-2000_st	0.39
cte-miR-2001_st	2.67
cte-miR-210_st	1.34
cte-miR-210b_st	0.52
cte-miR-216a_st	0.75
cte-miR-216b_st	0.59
cte-miR-216c_st	0.32
cte-miR-219_st	0.47
cte-miR-242_st	0.64
cte-miR-252a_st	0.41
cte-miR-252b_st	0.42
cte-miR-2685-star_st	0.51
cte-miR-2685_st	0.46
cte-miR-2686a-star_st	1.40
cte-miR-2686a_st	0.53
cte-miR-2686b_st	0.08
cte-miR-2686c_st	0.73
cte-miR-2687_st	0.23
cte-miR-2688-star_st	2.92
cte-miR-2688_st	1.26
cte-miR-2689_st	1.06
cte-miR-2690_st	1.60
cte-miR-2691-star_st	0.25
cte-miR-2691_st	0.74
cte-miR-2692_st	0.83
cte-miR-2693_st	0.47
cte-miR-2694_st	1.33
cte-miR-2695_st	0.60
cte-miR-2696_st	1.10
cte-miR-2697_st	2.28
cte-miR-2698_st	0.21
cte-miR-2699-star_st	2.75
cte-miR-2699_st	0.45
cte-miR-2700_st	0.41
cte-miR-2701_st	0.42
cte-miR-2702-star_st	0.82
cte-miR-2702_st	2.81
cte-miR-2703-star_st	0.44
cte-miR-2703_st	0.73
cte-miR-2704_st	0.77
cte-miR-2705_st	0.46
cte-miR-2706_st	0.98
cte-miR-2707_st	0.81
cte-miR-2708_st	0.73
cte-miR-2709_st	0.42
cte-miR-2710_st	0.61
cte-miR-2711_st	0.48
cte-miR-2712_st	1.37
cte-miR-2713_st	0.53
cte-miR-2714_st	2.62
cte-miR-2715_st	0.75
cte-miR-2716_st	1.34
cte-miR-2717_st	0.84
cte-miR-2718_st	0.35
cte-miR-2719_st	0.54
cte-miR-2720-star_st	0.11
cte-miR-2720_st	1.73
cte-miR-2721_st	0.47
cte-miR-277a_st	0.97
cte-miR-277b_st	3.74
cte-miR-278_st	0.38
cte-miR-279_st	0.61
cte-miR-281_st	0.32
cte-miR-29a_st	1.19
cte-miR-29b_st	4.17
cte-miR-2a_st	0.21
cte-miR-2b_st	0.38
cte-miR-2c_st	0.26
cte-miR-2d_st	0.22
cte-miR-2e_st	0.30
cte-miR-2f_st	0.25
cte-miR-2g_st	0.87
cte-miR-315_st	0.58
cte-miR-317_st	0.73
cte-miR-31_st	10.67
cte-miR-33_st	0.75
cte-miR-34_st	2.43
cte-miR-365_st	0.58
cte-miR-36_st	0.41
cte-miR-375_st	0.53
cte-miR-67_st	0.49
cte-miR-71_st	0.40
cte-miR-745a_st	3.31
cte-miR-745b_st	1.80
cte-miR-750_st	0.21
cte-miR-79_st	1.29
cte-miR-7_st	0.81
cte-miR-87a_st	0.73
cte-miR-87b_st	0.64
cte-miR-8_st	0.71
cte-miR-92a_st	2.07
cte-miR-92b_st	1.14
cte-miR-92c_st	7.98
cte-miR-96_st	1.07
cte-miR-981_st	0.73
cte-miR-993_st	0.30
cte-miR-996_st	1.19
cte-miR-9_st	0.61
ctr-miR156_st	0.74
ctr-miR164_st	1.15
ctr-miR166_st	1.34
ctr-miR167_st	0.66
ctr-miR171_st	0.70
ctr-miR319_st	0.75
dan-bantam_st	0.75
dan-let-7_st	12.55
dan-miR-100_st	5.99
dan-miR-10_st	8.08
dan-miR-11_st	0.59
dan-miR-124_st	0.92
dan-miR-125_st	14.40
dan-miR-12_st	0.37
dan-miR-133_st	0.57
dan-miR-13a_st	0.21
dan-miR-13b_st	0.78
dan-miR-14_st	0.26
dan-miR-184-star_st	0.49
dan-miR-184_st	7.06
dan-miR-1_st	0.93
dan-miR-210_st	7.17
dan-miR-219_st	0.50
dan-miR-263a_st	0.67
dan-miR-263b_st	-0.07
dan-miR-274_st	0.84
dan-miR-275_st	0.47
dan-miR-276a_st	0.84
dan-miR-276b_st	1.02
dan-miR-277_st	0.39
dan-miR-278_st	0.12
dan-miR-279_st	0.51
dan-miR-280_st	1.12
dan-miR-281-1-star_st	0.53
dan-miR-281-2-star_st	0.47
dan-miR-281_st	0.41
dan-miR-282_st	0.87
dan-miR-283_st	0.84
dan-miR-284_st	0.64
dan-miR-285_st	0.78
dan-miR-286_st	0.53
dan-miR-287_st	0.15
dan-miR-288_st	0.55
dan-miR-289_st	9.81
dan-miR-2a_st	0.53
dan-miR-2b_st	1.28
dan-miR-2c_st	0.47
dan-miR-304_st	0.36
dan-miR-305_st	0.60
dan-miR-306_st	0.34
dan-miR-307_st	0.41
dan-miR-308_st	0.60
dan-miR-309_st	0.30
dan-miR-310_st	1.36
dan-miR-311a_st	0.22
dan-miR-311b_st	1.22
dan-miR-312_st	0.26
dan-miR-314_st	0.56
dan-miR-315_st	0.35
dan-miR-316_st	0.34
dan-miR-317_st	0.42
dan-miR-318_st	0.49
dan-miR-31a_st	9.55
dan-miR-31b_st	1.18
dan-miR-33_st	0.77
dan-miR-34_st	1.71
dan-miR-3_st	1.32
dan-miR-4_st	0.80
dan-miR-5_st	0.57
dan-miR-6_st	0.66
dan-miR-79_st	1.23
dan-miR-7_st	0.35
dan-miR-87_st	0.30
dan-miR-8_st	0.21
dan-miR-92a_st	6.34
dan-miR-92b_st	2.12
dan-miR-9a_st	0.37
dan-miR-9b_st	0.22
dan-miR-9c_st	0.29
dan-miR-iab-4-3p_st	0.20
dan-miR-iab-4-5p_st	0.83
ddi-miR-1176_st	1.41
ddi-miR-1177_st	0.33
der-bantam_st	0.47
der-let-7_st	12.57
der-miR-100_st	7.20
der-miR-10_st	8.07
der-miR-11_st	0.40
der-miR-124_st	1.14
der-miR-125_st	14.31
der-miR-12_st	0.27
der-miR-133_st	0.27
der-miR-13a_st	0.68
der-miR-13b_st	0.29
der-miR-14_st	0.40
der-miR-184-star_st	0.75
der-miR-184_st	7.28
der-miR-1_st	0.31
der-miR-210_st	7.49
der-miR-219_st	0.36
der-miR-263a_st	0.57
der-miR-263b_st	0.28
der-miR-274_st	0.61
der-miR-275_st	0.15
der-miR-276a_st	0.77
der-miR-276b_st	0.37
der-miR-277_st	0.57
der-miR-278_st	0.47
der-miR-279_st	0.62
der-miR-280_st	0.61
der-miR-281-1-star_st	0.35
der-miR-281-2-star_st	0.56
der-miR-281_st	0.67
der-miR-282_st	0.89
der-miR-283_st	0.37
der-miR-284_st	0.38
der-miR-285_st	0.57
der-miR-286_st	0.56
der-miR-287_st	0.19
der-miR-288_st	0.14
der-miR-289_st	9.81
der-miR-2a_st	0.88
der-miR-2b_st	0.55
der-miR-2c_st	0.33
der-miR-304_st	0.50
der-miR-305_st	0.97
der-miR-306-star_st	2.31
der-miR-306_st	0.95
der-miR-307_st	0.89
der-miR-308_st	0.61
der-miR-309_st	0.95
der-miR-310a_st	0.78
der-miR-310b_st	1.24
der-miR-311a_st	1.71
der-miR-311b_st	1.14
der-miR-311c_st	0.61
der-miR-312_st	1.07
der-miR-314_st	0.53
der-miR-315_st	0.01
der-miR-316_st	0.47
der-miR-317_st	0.73
der-miR-318_st	0.32
der-miR-31a_st	9.66
der-miR-31b_st	0.33
der-miR-33_st	0.26
der-miR-34_st	0.90
der-miR-3_st	1.52
der-miR-4_st	0.55
der-miR-5_st	0.39
der-miR-6_st	0.48
der-miR-79_st	0.73
der-miR-7_st	1.29
der-miR-87_st	0.07
der-miR-8_st	0.33
der-miR-92a_st	6.96
der-miR-92b_st	3.55
der-miR-9a_st	0.37
der-miR-9b_st	0.58
der-miR-9c_st	0.26
der-miR-iab-4-3p_st	0.13
der-miR-iab-4-5p_st	0.41
dgr-bantam_st	0.38
dgr-let-7_st	12.55
dgr-miR-100_st	7.16
dgr-miR-10_st	8.00
dgr-miR-11_st	0.35
dgr-miR-124_st	1.19
dgr-miR-125_st	14.31
dgr-miR-12_st	0.71
dgr-miR-133_st	1.04
dgr-miR-13a_st	0.22
dgr-miR-13b_st	0.82
dgr-miR-14_st	0.37
dgr-miR-184-star_st	0.77
dgr-miR-184_st	7.28
dgr-miR-1_st	0.47
dgr-miR-210_st	7.50
dgr-miR-219_st	0.61
dgr-miR-263a_st	0.58
dgr-miR-263b_st	0.19
dgr-miR-274_st	0.59
dgr-miR-275_st	0.33
dgr-miR-276a-star_st	0.49
dgr-miR-276a_st	0.65
dgr-miR-276b-star_st	0.33
dgr-miR-276b_st	0.47
dgr-miR-277_st	0.76
dgr-miR-278_st	0.11
dgr-miR-279_st	0.03
dgr-miR-280_st	0.58
dgr-miR-281-1-star_st	0.33
dgr-miR-281-2-star_st	0.33
dgr-miR-281_st	0.59
dgr-miR-282_st	0.85
dgr-miR-283_st	0.61
dgr-miR-284_st	0.69
dgr-miR-285_st	0.44
dgr-miR-286_st	0.35
dgr-miR-287_st	0.30
dgr-miR-288_st	0.14
dgr-miR-2a_st	0.61
dgr-miR-2b_st	1.45
dgr-miR-2c_st	0.60
dgr-miR-304_st	0.46
dgr-miR-305_st	0.10
dgr-miR-306_st	0.06
dgr-miR-307_st	0.78
dgr-miR-308_st	0.29
dgr-miR-309_st	0.78
dgr-miR-314_st	0.21
dgr-miR-315_st	0.25
dgr-miR-316_st	0.31
dgr-miR-317_st	0.00
dgr-miR-318_st	0.75
dgr-miR-31a_st	9.56
dgr-miR-31b_st	0.61
dgr-miR-33_st	0.12
dgr-miR-34_st	0.91
dgr-miR-3_st	0.45
dgr-miR-4_st	0.38
dgr-miR-5_st	0.48
dgr-miR-6_st	0.48
dgr-miR-79_st	2.16
dgr-miR-7_st	0.19
dgr-miR-87_st	0.43
dgr-miR-8_st	0.45
dgr-miR-92a_st	6.74
dgr-miR-92b_st	2.32
dgr-miR-9a_st	0.17
dgr-miR-9b_st	0.26
dgr-miR-9c_st	0.11
dgr-miR-iab-4-3p_st	0.44
dgr-miR-iab-4-5p_st	0.96
dme-bantam-3p_st	0.42
dme-bantam-5p_st	0.43
dme-let-7-3p_st	0.13
dme-let-7-5p_st	12.54
dme-miR-1-3p_st	0.42
dme-miR-1-5p_st	0.51
dme-miR-10-3p_st	0.57
dme-miR-10-5p_st	7.18
dme-miR-100-3p_st	2.00
dme-miR-100-5p_st	6.83
dme-miR-1000-3p_st	8.09
dme-miR-1000-5p_st	0.40
dme-miR-1001-3p_st	0.49
dme-miR-1001-5p_st	0.42
dme-miR-1002-3p_st	0.27
dme-miR-1002-5p_st	1.94
dme-miR-1003-3p_st	2.93
dme-miR-1003-5p_st	0.58
dme-miR-1004-3p_st	1.16
dme-miR-1005-3p_st	0.47
dme-miR-1006-3p_st	0.44
dme-miR-1006-5p_st	0.57
dme-miR-1007-3p_st	0.87
dme-miR-1007-5p_st	0.69
dme-miR-1008-3p_st	0.28
dme-miR-1009-3p_st	0.38
dme-miR-1010-3p_st	0.27
dme-miR-1010-5p_st	0.33
dme-miR-1011-3p_st	0.42
dme-miR-1012-3p_st	0.66
dme-miR-1012-5p_st	1.26
dme-miR-1013-3p_st	0.49
dme-miR-1014-3p_st	0.74
dme-miR-1014-5p_st	0.46
dme-miR-1015-3p_st	0.43
dme-miR-1016-3p_st	0.65
dme-miR-1016-5p_st	0.46
dme-miR-1017-3p_st	0.38
dme-miR-11-3p_st	0.20
dme-miR-11-5p_st	1.20
dme-miR-12-3p_st	0.29
dme-miR-12-5p_st	0.39
dme-miR-124-3p_st	0.71
dme-miR-124-5p_st	0.44
dme-miR-125-3p_st	0.81
dme-miR-125-5p_st	14.36
dme-miR-133-3p_st	0.34
dme-miR-133-5p_st	0.54
dme-miR-137-3p_st	0.47
dme-miR-137-5p_st	0.54
dme-miR-13a-3p_st	0.86
dme-miR-13a-5p_st	0.56
dme-miR-13b-1-5p_st	0.46
dme-miR-13b-2-5p_st	0.53
dme-miR-13b-3p_st	0.07
dme-miR-14-3p_st	0.48
dme-miR-14-5p_st	4.30
dme-miR-184-3p_st	7.31
dme-miR-184-5p_st	0.84
dme-miR-190-3p_st	2.43
dme-miR-190-5p_st	0.52
dme-miR-193-3p_st	0.28
dme-miR-193-5p_st	0.42
dme-miR-210-3p_st	7.11
dme-miR-210-5p_st	0.90
dme-miR-219-3p_st	3.68
dme-miR-219-5p_st	0.33
dme-miR-2279-3p_st	0.54
dme-miR-2279-5p_st	0.40
dme-miR-2280-3p_st	0.99
dme-miR-2280-5p_st	3.77
dme-miR-2281-3p_st	0.58
dme-miR-2281-5p_st	0.54
dme-miR-2282-3p_st	1.16
dme-miR-2283-3p_st	0.50
dme-miR-2283-5p_st	0.78
dme-miR-2489-3p_st	0.49
dme-miR-2489-5p_st	0.69
dme-miR-2490-3p_st	0.32
dme-miR-2490-5p_st	0.53
dme-miR-2491-3p_st	8.89
dme-miR-2491-5p_st	0.49
dme-miR-2492-3p_st	0.33
dme-miR-2492-5p_st	0.49
dme-miR-2493-3p_st	0.43
dme-miR-2493-5p_st	1.75
dme-miR-2494-3p_st	0.78
dme-miR-2494-5p_st	0.22
dme-miR-2495-3p_st	0.73
dme-miR-2495-5p_st	0.77
dme-miR-2496-3p_st	1.17
dme-miR-2496-5p_st	0.82
dme-miR-2497-3p_st	0.27
dme-miR-2497-5p_st	0.58
dme-miR-2498-3p_st	3.53
dme-miR-2498-5p_st	0.46
dme-miR-2499-3p_st	0.43
dme-miR-2499-5p_st	0.45
dme-miR-2500-3p_st	0.54
dme-miR-2500-5p_st	1.26
dme-miR-2501-3p_st	0.33
dme-miR-2501-5p_st	0.73
dme-miR-252-3p_st	0.53
