ID_REF	VALUE
nvi-let-7_st	12.55
nvi-miR-100_st	10.93
nvi-miR-10_st	8.16
nvi-miR-124_st	0.52
nvi-miR-125_st	14.35
nvi-miR-12_st	0.61
nvi-miR-133_st	0.29
nvi-miR-137_st	0.32
nvi-miR-13a_st	0.45
nvi-miR-13b_st	0.78
nvi-miR-14_st	0.58
nvi-miR-184_st	7.34
nvi-miR-190_st	0.44
nvi-miR-1_st	0.26
nvi-miR-210_st	7.01
nvi-miR-219_st	0.29
nvi-miR-252_st	0.72
nvi-miR-263b_st	0.47
nvi-miR-275_st	0.53
nvi-miR-276_st	0.50
nvi-miR-277_st	0.61
nvi-miR-2796_st	0.41
nvi-miR-279_st	0.44
nvi-miR-281_st	0.49
nvi-miR-282_st	0.61
nvi-miR-283_st	0.28
nvi-miR-29b_st	0.46
nvi-miR-2a_st	0.49
nvi-miR-2b_st	0.46
nvi-miR-2c_st	0.21
nvi-miR-305_st	0.47
nvi-miR-307_st	0.35
nvi-miR-315_st	0.21
nvi-miR-317_st	0.56
nvi-miR-31a_st	8.99
nvi-miR-33_st	0.48
nvi-miR-3477_st	0.42
nvi-miR-3478_st	0.82
nvi-miR-34_st	1.49
nvi-miR-375_st	0.34
nvi-miR-71_st	0.81
nvi-miR-7_st	1.31
nvi-miR-8_st	0.31
nvi-miR-927_st	0.58
nvi-miR-928_st	1.76
nvi-miR-929_st	0.74
nvi-miR-92a_st	6.12
nvi-miR-932_st	0.30
nvi-miR-993_st	0.74
nvi-miR-9a_st	0.23
nvi-miR-iab-4_st	0.49
nvi-miR-iab-8_st	0.48
oan-let-7b-star_st	3.22
oan-let-7b_st	15.05
oan-let-7d-star_st	4.29
oan-let-7d_st	13.96
oan-let-7e-star_st	0.49
oan-let-7e_st	4.84
oan-let-7f-1-star_st	1.28
oan-let-7f-2-star_st	0.61
oan-let-7f_st	10.39
oan-let-7g-star_st	0.80
oan-let-7g_st	9.93
oan-miR-100-star_st	0.19
oan-miR-100_st	10.83
oan-miR-101_st	4.23
oan-miR-103-star_st	0.20
oan-miR-103_st	13.13
oan-miR-106-star_st	0.42
oan-miR-106_st	6.98
oan-miR-107-star_st	0.57
oan-miR-107_st	12.70
oan-miR-10a-star_st	3.85
oan-miR-10a_st	8.80
oan-miR-10b-star_st	0.49
oan-miR-10b_st	6.60
oan-miR-122-star_st	0.35
oan-miR-122_st	0.58
oan-miR-124-star_st	0.68
oan-miR-124_st	0.55
oan-miR-125-star_st	6.06
oan-miR-125_st	14.30
oan-miR-126-star_st	0.58
oan-miR-126_st	6.95
oan-miR-128-star_st	0.96
oan-miR-128_st	6.21
oan-miR-129-star_st	0.78
oan-miR-129_st	2.49
oan-miR-130a_st	0.61
oan-miR-130b-star_st	0.28
oan-miR-130b_st	10.22
oan-miR-130c-star_st	0.16
oan-miR-130c_st	5.01
oan-miR-1325_st	1.06
oan-miR-1326_st	0.60
oan-miR-1327_st	0.70
oan-miR-1328_st	0.51
oan-miR-1329-star_st	0.95
oan-miR-1329_st	0.26
oan-miR-1330_st	-0.02
oan-miR-1331_st	4.72
oan-miR-1332_st	0.66
oan-miR-1333_st	1.29
oan-miR-1334_st	0.50
oan-miR-1335_st	2.02
oan-miR-1336_st	1.14
oan-miR-1337_st	0.33
oan-miR-1338-star_st	0.94
oan-miR-1338_st	2.28
oan-miR-1339-star_st	0.49
oan-miR-1339_st	0.35
oan-miR-133a-star_st	0.77
oan-miR-133a_st	0.55
oan-miR-133b-star_st	0.47
oan-miR-133b_st	0.41
oan-miR-133c_st	0.61
oan-miR-1340-star_st	1.89
oan-miR-1340_st	0.51
oan-miR-1341_st	0.61
oan-miR-1342_st	0.26
oan-miR-1343-star_st	0.83
oan-miR-1343_st	1.56
oan-miR-1344_st	0.27
oan-miR-1345_st	2.07
oan-miR-1346_st	13.69
oan-miR-1347_st	0.59
oan-miR-1348_st	0.74
oan-miR-1349_st	1.28
oan-miR-1350_st	0.34
oan-miR-1351_st	0.40
oan-miR-1352_st	0.60
oan-miR-1353_st	0.65
oan-miR-1354-star_st	0.44
oan-miR-1354_st	5.80
oan-miR-1355-star_st	1.75
oan-miR-1355_st	0.62
oan-miR-1356_st	4.69
oan-miR-1357_st	0.64
oan-miR-1358_st	0.39
oan-miR-1359_st	0.54
oan-miR-135a-star_st	0.75
oan-miR-135a_st	0.77
oan-miR-135b-star_st	1.30
oan-miR-135b_st	0.17
oan-miR-1360_st	5.18
oan-miR-1361-star_st	0.34
oan-miR-1361_st	0.47
oan-miR-1362-star_st	6.16
oan-miR-1362_st	1.27
oan-miR-1363-star_st	0.59
oan-miR-1363_st	0.33
oan-miR-1364_st	0.68
oan-miR-1365-star_st	0.38
oan-miR-1365_st	0.31
oan-miR-1366_st	0.65
oan-miR-1367-star_st	0.56
oan-miR-1367_st	0.77
oan-miR-1368_st	0.41
oan-miR-1369_st	5.17
oan-miR-1370_st	0.49
oan-miR-1371_st	0.21
oan-miR-1372_st	0.57
oan-miR-1373_st	0.69
oan-miR-1374_st	0.60
oan-miR-1375-star_st	2.16
oan-miR-1375_st	1.10
oan-miR-1376-star_st	0.39
oan-miR-1376_st	0.39
oan-miR-1377_st	0.44
oan-miR-1378_st	0.03
oan-miR-1379_st	1.18
oan-miR-137a-star_st	0.51
oan-miR-137a_st	0.37
oan-miR-137b_st	0.51
oan-miR-138-star_st	0.21
oan-miR-1380-star_st	1.01
oan-miR-1380_st	1.34
oan-miR-1381-star_st	1.14
oan-miR-1381_st	0.82
oan-miR-1382_st	2.82
oan-miR-1383_st	3.61
oan-miR-1384_st	0.33
oan-miR-1385_st	1.02
oan-miR-1386_st	8.06
oan-miR-1387_st	0.54
oan-miR-1388-star_st	0.61
oan-miR-1388_st	0.46
oan-miR-1389_st	0.78
oan-miR-138_st	5.58
oan-miR-139-star_st	0.14
oan-miR-1390-star_st	0.21
oan-miR-1390_st	1.13
oan-miR-1391-star_st	1.06
oan-miR-1391_st	1.52
oan-miR-1392-star_st	1.41
oan-miR-1392_st	0.14
oan-miR-1393_st	0.54
oan-miR-1394_st	9.24
oan-miR-1395_st	1.53
oan-miR-1396_st	-0.02
oan-miR-1397-star_st	0.78
oan-miR-1397_st	0.48
oan-miR-1398_st	1.74
oan-miR-1399_st	0.48
oan-miR-139_st	0.20
oan-miR-140-star_st	0.43
oan-miR-1400-star_st	2.35
oan-miR-1400_st	0.66
oan-miR-1401-star_st	1.33
oan-miR-1401_st	1.44
oan-miR-1402_st	1.54
oan-miR-1403_st	0.45
oan-miR-1404_st	0.78
oan-miR-1405-star_st	1.15
oan-miR-1405_st	0.13
oan-miR-1406-star_st	0.62
oan-miR-1406_st	0.58
oan-miR-1407_st	0.56
oan-miR-1408_st	5.63
oan-miR-1409-star_st	0.74
oan-miR-1409_st	0.24
oan-miR-140_st	11.75
oan-miR-1410_st	0.89
oan-miR-1411_st	0.61
oan-miR-1412_st	6.73
oan-miR-1413_st	0.73
oan-miR-1414-star_st	0.37
oan-miR-1414_st	1.27
oan-miR-1415_st	1.59
oan-miR-1416_st	0.67
oan-miR-1417-star_st	0.40
oan-miR-1417_st	0.47
oan-miR-1418-star_st	3.52
oan-miR-1418_st	2.96
oan-miR-1419a-star_st	3.80
oan-miR-1419a_st	1.46
oan-miR-1419b-1-star_st	0.47
oan-miR-1419b-2-star_st	1.45
oan-miR-1419b_st	0.45
oan-miR-1419c-star_st	3.35
oan-miR-1419c_st	0.95
oan-miR-1419d-star_st	0.83
oan-miR-1419d_st	0.77
oan-miR-1419e-star_st	3.49
oan-miR-1419e_st	0.56
oan-miR-1419f-star_st	0.12
oan-miR-1419f_st	2.76
oan-miR-1419g-star_st	0.49
oan-miR-1419g_st	0.45
oan-miR-142-star_st	0.14
oan-miR-1420a-star_st	0.79
oan-miR-1420a_st	0.58
oan-miR-1420b-star_st	0.91
oan-miR-1420b_st	0.19
oan-miR-1420c_st	0.99
oan-miR-1420d-star_st	-0.03
oan-miR-1420d_st	0.33
oan-miR-1420e_st	0.51
oan-miR-1420f_st	0.69
oan-miR-1420g-star_st	0.81
oan-miR-1420g_st	1.03
oan-miR-1421a-star_st	0.67
oan-miR-1421a_st	0.74
oan-miR-1421aa-star_st	0.38
oan-miR-1421aa_st	0.69
oan-miR-1421ab-2-str_st	0.87
oan-miR-1421ab-star_st	0.59
oan-miR-1421ab_st	0.74
oan-miR-1421ac-2-str_st	2.29
oan-miR-1421ac-star_st	0.47
oan-miR-1421ac_st	0.71
oan-miR-1421ad-star_st	0.18
oan-miR-1421ad_st	0.20
oan-miR-1421ae_st	0.15
oan-miR-1421af-star_st	0.08
oan-miR-1421af_st	0.33
oan-miR-1421ag-star_st	0.53
oan-miR-1421ag_st	0.77
oan-miR-1421ah-star_st	2.16
oan-miR-1421ah_st	0.58
oan-miR-1421ai-star_st	0.88
oan-miR-1421ai_st	0.61
oan-miR-1421aj-star_st	1.78
oan-miR-1421aj_st	1.48
oan-miR-1421ak-star_st	0.34
oan-miR-1421ak_st	0.60
oan-miR-1421al-star_st	0.20
oan-miR-1421al_st	0.35
oan-miR-1421am_st	0.66
oan-miR-1421b-star_st	2.78
oan-miR-1421b_st	0.43
oan-miR-1421c-star_st	0.99
oan-miR-1421c_st	0.78
oan-miR-1421d-star_st	1.05
oan-miR-1421d_st	0.19
oan-miR-1421e-star_st	0.68
oan-miR-1421e_st	0.60
oan-miR-1421f-star_st	0.47
oan-miR-1421f_st	0.45
oan-miR-1421g-1-star_st	0.26
oan-miR-1421g-2-star_st	0.81
oan-miR-1421g_st	1.25
oan-miR-1421h-star_st	1.01
oan-miR-1421h_st	0.35
oan-miR-1421i-1-star_st	0.91
oan-miR-1421i-2-star_st	0.72
oan-miR-1421i-3-star_st	1.36
oan-miR-1421i_st	0.67
oan-miR-1421j_st	0.43
oan-miR-1421k-1-star_st	0.31
oan-miR-1421k-2-star_st	1.11
oan-miR-1421k-3-star_st	2.14
oan-miR-1421k_st	0.37
oan-miR-1421l-1-star_st	0.61
oan-miR-1421l-2-star_st	0.42
oan-miR-1421l_st	0.45
oan-miR-1421m-star_st	0.72
oan-miR-1421m_st	0.07
oan-miR-1421n-1-star_st	0.96
oan-miR-1421n-2-star_st	1.33
oan-miR-1421n_st	1.11
oan-miR-1421o-star_st	0.53
oan-miR-1421o_st	0.49
oan-miR-1421p-star_st	2.67
oan-miR-1421p_st	0.56
oan-miR-1421q-star_st	0.79
oan-miR-1421q_st	0.10
oan-miR-1421r-star_st	2.02
oan-miR-1421r_st	0.93
oan-miR-1421s-star_st	1.39
oan-miR-1421s_st	0.66
oan-miR-1421t-star_st	1.08
oan-miR-1421t_st	0.57
oan-miR-1421u-star_st	1.20
oan-miR-1421u_st	0.75
oan-miR-1421v-star_st	0.06
oan-miR-1421v_st	0.45
oan-miR-1421w-star_st	0.71
oan-miR-1421w_st	0.21
oan-miR-1421x-star_st	0.82
oan-miR-1421x_st	0.62
oan-miR-1421y-2-star_st	3.63
oan-miR-1421y-3-star_st	2.82
oan-miR-1421y_st	0.62
oan-miR-1421z-star_st	0.43
oan-miR-1421z_st	1.43
oan-miR-1422a-star_st	1.52
oan-miR-1422a_st	0.50
oan-miR-1422b-1-star_st	0.48
oan-miR-1422b-2-star_st	0.33
oan-miR-1422b_st	0.69
oan-miR-1422c-star_st	0.94
oan-miR-1422c_st	0.46
oan-miR-1422d-star_st	0.57
oan-miR-1422d_st	0.30
oan-miR-1422e-star_st	0.38
oan-miR-1422e_st	1.97
oan-miR-1422f-star_st	0.28
oan-miR-1422f_st	0.54
oan-miR-1422g-star_st	0.39
oan-miR-1422g_st	0.49
oan-miR-1422h-star_st	0.61
oan-miR-1422h_st	0.48
oan-miR-1422i-star_st	0.15
oan-miR-1422i_st	0.82
oan-miR-1422j-star_st	0.58
oan-miR-1422j_st	0.87
oan-miR-1422k-3p_st	0.30
oan-miR-1422k-5p_st	0.33
oan-miR-1422l_st	0.49
oan-miR-1422m-star_st	0.98
oan-miR-1422m_st	0.96
oan-miR-1422n-star_st	0.66
oan-miR-1422n_st	0.47
oan-miR-1422o-star_st	0.42
oan-miR-1422o_st	0.47
oan-miR-1422p-star_st	0.47
oan-miR-1422p_st	-0.07
oan-miR-1422q-star_st	0.87
oan-miR-1422q_st	0.42
oan-miR-142_st	0.44
oan-miR-143-star_st	6.36
oan-miR-143_st	13.14
oan-miR-144-star_st	0.58
oan-miR-144_st	0.43
oan-miR-145-star_st	1.21
oan-miR-145_st	5.24
oan-miR-146a-star_st	0.66
oan-miR-146a_st	0.77
oan-miR-146b-star_st	0.51
oan-miR-146b_st	9.33
oan-miR-147_st	0.27
oan-miR-148-star_st	0.39
oan-miR-148_st	6.26
oan-miR-150-star_st	8.25
oan-miR-150_st	1.71
oan-miR-153-star_st	0.33
oan-miR-153_st	1.09
oan-miR-155-star_st	2.20
oan-miR-155_st	4.56
oan-miR-15a-star_st	3.06
oan-miR-15a_st	7.63
oan-miR-15b-star_st	0.17
oan-miR-15b_st	5.19
oan-miR-15c-star_st	0.32
oan-miR-15c_st	4.62
oan-miR-16a-star_st	0.33
oan-miR-16a_st	12.85
oan-miR-16b-star_st	0.53
oan-miR-16b_st	7.15
oan-miR-16c-star_st	0.61
oan-miR-16c_st	3.54
oan-miR-17-star_st	2.99
oan-miR-17_st	9.37
oan-miR-18-star_st	0.33
oan-miR-181a-star_st	1.74
oan-miR-181a_st	10.61
oan-miR-181b-star_st	0.68
oan-miR-181b_st	8.02
oan-miR-181c-star_st	0.56
oan-miR-181c_st	4.72
oan-miR-182_st	1.12
oan-miR-183_st	0.37
oan-miR-184_st	3.69
oan-miR-186-star_st	0.98
oan-miR-186_st	0.33
oan-miR-187-star_st	1.34
oan-miR-187_st	1.25
oan-miR-18_st	1.14
oan-miR-190a-star_st	1.20
oan-miR-190a_st	0.31
oan-miR-190b_st	0.69
oan-miR-191-star_st	0.36
oan-miR-191_st	12.96
oan-miR-192-star_st	0.83
oan-miR-192_st	6.41
oan-miR-193-star_st	2.77
oan-miR-193_st	8.61
oan-miR-194-star_st	0.58
oan-miR-194_st	7.83
oan-miR-196a-star_st	0.53
oan-miR-196a_st	2.52
oan-miR-196b-star_st	0.58
oan-miR-196b_st	0.45
oan-miR-199-star_st	11.59
oan-miR-199_st	13.22
oan-miR-19a-star_st	0.67
oan-miR-19a_st	1.34
oan-miR-19b-star_st	0.78
oan-miR-19b_st	7.73
oan-miR-1a_st	0.27
oan-miR-1b_st	0.17
oan-miR-200a-star_st	0.84
oan-miR-200a_st	0.61
oan-miR-200b-star_st	2.28
oan-miR-200b_st	0.52
oan-miR-204-star_st	1.44
oan-miR-204_st	1.31
oan-miR-205-star_st	1.20
oan-miR-205_st	0.35
oan-miR-206-star_st	1.41
oan-miR-206_st	2.89
oan-miR-208-star_st	0.56
oan-miR-208_st	0.59
oan-miR-20a-1-star_st	1.06
oan-miR-20a-2-star_st	0.61
oan-miR-20a_st	0.62
oan-miR-20b-star_st	1.86
oan-miR-20b_st	4.17
oan-miR-21-star_st	4.71
oan-miR-214-star_st	2.55
oan-miR-214_st	13.55
oan-miR-215-star_st	0.55
oan-miR-215_st	0.48
oan-miR-216-star_st	1.87
oan-miR-216_st	1.43
oan-miR-217-star_st	0.09
oan-miR-217_st	0.49
oan-miR-218-star_st	0.58
oan-miR-218_st	4.17
oan-miR-219-star_st	0.53
oan-miR-219_st	0.41
oan-miR-21_st	10.76
oan-miR-22-star_st	6.09
oan-miR-221-star_st	2.98
oan-miR-221_st	13.85
oan-miR-222a-star_st	0.52
oan-miR-222a_st	13.22
oan-miR-222b-star_st	1.08
oan-miR-222b_st	5.48
oan-miR-223-star_st	0.35
oan-miR-223_st	0.57
oan-miR-22_st	13.46
oan-miR-23a-star_st	0.47
oan-miR-23a_st	14.23
oan-miR-23b-star_st	5.54
oan-miR-23b_st	11.50
oan-miR-24-star_st	2.41
oan-miR-24_st	14.70
oan-miR-26-star_st	0.51
oan-miR-26_st	13.91
oan-miR-27a-star_st	0.58
oan-miR-27a_st	12.87
oan-miR-27b-star_st	7.16
oan-miR-27b_st	12.49
oan-miR-29a-1-star_st	0.28
oan-miR-29a-2-star_st	0.54
oan-miR-29a_st	5.39
oan-miR-29b-star_st	3.82
oan-miR-29b_st	6.47
oan-miR-301-star_st	0.19
oan-miR-301_st	4.25
oan-miR-302-star_st	0.39
oan-miR-302_st	0.89
oan-miR-30a-star_st	8.43
oan-miR-30a_st	11.63
oan-miR-30b-star_st	1.74
oan-miR-30b_st	8.72
oan-miR-30c-star_st	7.07
oan-miR-30c_st	11.21
oan-miR-30d-star_st	0.89
oan-miR-30d_st	10.42
oan-miR-30e-star_st	4.52
oan-miR-30e_st	8.65
oan-miR-30f_st	1.14
oan-miR-31-star_st	0.49
oan-miR-31_st	12.37
oan-miR-32-star_st	1.02
oan-miR-32_st	3.12
oan-miR-33-5p_st	0.29
oan-miR-33a-3p_st	0.50
oan-miR-33b-3p_st	0.71
oan-miR-34-star_st	6.67
oan-miR-34_st	9.73
oan-miR-363-star_st	0.63
oan-miR-363_st	0.36
oan-miR-365-star_st	2.88
oan-miR-365_st	0.83
oan-miR-383-star_st	0.82
oan-miR-383_st	0.66
oan-miR-425-star_st	1.13
oan-miR-425_st	9.08
oan-miR-429-star_st	0.44
oan-miR-429_st	0.48
oan-miR-449a_st	0.57
oan-miR-449b-star_st	1.18
oan-miR-449b_st	3.11
oan-miR-449c_st	0.21
oan-miR-451_st	1.71
oan-miR-454-star_st	0.50
oan-miR-454_st	1.02
oan-miR-458-star_st	0.40
oan-miR-458_st	0.52
oan-miR-460-star_st	0.46
oan-miR-460_st	0.29
oan-miR-490-star_st	1.20
oan-miR-490_st	1.61
oan-miR-499-star_st	0.57
oan-miR-499_st	0.49
oan-miR-551-star_st	0.74
oan-miR-551_st	0.14
oan-miR-590-star_st	0.92
oan-miR-590_st	0.46
oan-miR-7-1-star_st	0.29
oan-miR-7-star_st	0.96
oan-miR-7_st	0.50
oan-miR-802-star_st	0.10
oan-miR-802_st	0.28
oan-miR-873-star_st	0.68
oan-miR-873_st	0.47
oan-miR-875-star_st	2.93
oan-miR-875_st	0.76
oan-miR-9-star_st	0.52
oan-miR-92a-1-star_st	1.59
oan-miR-92a-2-star_st	0.57
oan-miR-92a_st	9.00
oan-miR-92b_st	4.93
oan-miR-92c_st	0.37
oan-miR-92d_st	0.56
oan-miR-96-star_st	0.35
oan-miR-96_st	1.14
oan-miR-98_st	5.27
oan-miR-99-star_st	1.06
oan-miR-99_st	10.19
oan-miR-9_st	0.33
oar-miR-1185-3p_st	0.38
oar-miR-1185-5p_st	0.30
oar-miR-1193-3p_st	0.44
oar-miR-1193-5p_st	0.58
oar-miR-1197-3p_st	0.38
oar-miR-1197-5p_st	0.62
oar-miR-127_st	7.93
oar-miR-134-3p_st	0.70
oar-miR-134-5p_st	3.57
oar-miR-136_st	0.33
oar-miR-154a-3p_st	0.49
oar-miR-154a-5p_st	0.41
oar-miR-154b-3p_st	0.34
oar-miR-154b-5p_st	0.40
oar-miR-299-3p_st	0.91
oar-miR-299-5p_st	2.02
oar-miR-323a-3p_st	0.61
oar-miR-323a-5p_st	0.95
oar-miR-323b_st	0.47
oar-miR-323c_st	0.73
oar-miR-329a-3p_st	0.74
oar-miR-329a-5p_st	0.67
oar-miR-329b-3p_st	0.58
oar-miR-329b-5p_st	0.07
oar-miR-369-3p_st	0.33
oar-miR-369-5p_st	0.33
oar-miR-370-3p_st	0.39
oar-miR-370-5p_st	0.55
oar-miR-376a-3p_st	0.67
oar-miR-376a-5p_st	0.16
oar-miR-376b-3p_st	0.51
oar-miR-376b-5p_st	0.76
oar-miR-376c-3p_st	1.31
oar-miR-376c-5p_st	1.05
oar-miR-376d_st	0.86
oar-miR-376e-3p_st	0.64
oar-miR-376e-5p_st	0.23
oar-miR-377-3p_st	1.39
oar-miR-377-5p_st	0.41
oar-miR-379-3p_st	1.08
oar-miR-379-5p_st	6.50
oar-miR-380-3p_st	0.52
oar-miR-380-5p_st	0.60
oar-miR-381-3p_st	1.56
oar-miR-381-5p_st	0.47
oar-miR-382-3p_st	0.84
oar-miR-382-5p_st	5.62
oar-miR-3955-3p_st	0.61
oar-miR-3955-5p_st	0.52
oar-miR-3956-3p_st	6.43
oar-miR-3956-5p_st	0.89
oar-miR-3957-3p_st	0.36
oar-miR-3957-5p_st	2.77
oar-miR-3958-3p_st	0.33
oar-miR-3958-5p_st	0.51
oar-miR-3959-3p_st	3.02
oar-miR-3959-5p_st	0.61
oar-miR-409-3p_st	4.80
oar-miR-409-5p_st	1.36
oar-miR-410-3p_st	0.76
oar-miR-410-5p_st	0.23
oar-miR-411a-3p_st	1.74
oar-miR-411a-5p_st	3.59
oar-miR-411b-3p_st	0.21
oar-miR-411b-5p_st	0.57
oar-miR-412-3p_st	0.95
oar-miR-412-5p_st	0.14
oar-miR-431_st	3.61
oar-miR-432_st	0.93
oar-miR-433-3p_st	1.63
oar-miR-433-5p_st	0.38
oar-miR-485-3p_st	1.85
oar-miR-485-5p_st	1.40
oar-miR-487a-3p_st	0.49
oar-miR-487a-5p_st	0.73
oar-miR-487b-3p_st	3.26
oar-miR-487b-5p_st	1.35
oar-miR-493-3p_st	1.07
oar-miR-493-5p_st	0.59
oar-miR-494-3p_st	7.19
oar-miR-494-5p_st	0.46
oar-miR-495-3p_st	0.81
oar-miR-495-5p_st	0.41
oar-miR-496-3p_st	1.34
oar-miR-496-5p_st	0.32
oar-miR-539-3p_st	0.85
oar-miR-539-5p_st	0.34
oar-miR-541-3p_st	0.53
oar-miR-541-5p_st	0.50
oar-miR-543-3p_st	0.35
oar-miR-543-5p_st	0.33
oar-miR-544-3p_st	0.62
oar-miR-544-5p_st	1.34
oar-miR-654-3p_st	0.21
oar-miR-654-5p_st	3.59
oar-miR-655-3p_st	0.61
oar-miR-655-5p_st	0.64
oar-miR-665-3p_st	1.16
oar-miR-665-5p_st	3.44
oar-miR-668-3p_st	1.17
oar-miR-668-5p_st	1.16
oar-miR-758-3p_st	0.19
oar-miR-758-5p_st	0.95
odi-let-7a_st	1.71
odi-let-7b_st	3.72
odi-let-7c_st	5.87
odi-let-7d_st	4.26
odi-miR-124a_st	0.68
odi-miR-124b_st	0.33
odi-miR-1468_st	0.56
odi-miR-1469_st	0.54
odi-miR-1470_st	0.46
odi-miR-1471_st	1.01
odi-miR-1472_st	0.30
odi-miR-1473_st	0.47
odi-miR-1474_st	0.29
odi-miR-1475_st	0.60
odi-miR-1476-3p_st	0.27
odi-miR-1476-5p_st	0.16
odi-miR-1477_st	0.42
odi-miR-1478_st	1.15
odi-miR-1479_st	0.61
odi-miR-1480_st	0.47
odi-miR-1481_st	0.66
odi-miR-1482_st	1.47
odi-miR-1483-3p_st	0.47
odi-miR-1483-5p_st	0.43
odi-miR-1484_st	0.49
odi-miR-1485_st	2.03
odi-miR-1486_st	0.33
odi-miR-1487_st	0.77
odi-miR-1489_st	0.76
odi-miR-1490a_st	0.47
odi-miR-1490b_st	0.60
odi-miR-1491_st	0.85
odi-miR-1492_st	1.23
odi-miR-1493_st	0.59
odi-miR-1494_st	1.30
odi-miR-1495_st	0.74
odi-miR-1496_st	0.37
odi-miR-1497a_st	2.52
odi-miR-1497b_st	1.88
odi-miR-1497c_st	3.75
odi-miR-1497d_st	4.74
odi-miR-1497e_st	1.94
odi-miR-1497f_st	1.34
odi-miR-1497g_st	0.61
odi-miR-1497h_st	4.60
odi-miR-1498_st	0.80
odi-miR-1499_st	0.40
odi-miR-1500_st	0.49
odi-miR-1501_st	0.85
odi-miR-1502_st	0.87
odi-miR-1503_st	0.73
odi-miR-1504_st	0.61
odi-miR-1505_st	0.95
odi-miR-1506_st	0.48
odi-miR-1a_st	0.71
odi-miR-1b_st	0.56
odi-miR-1c_st	0.68
odi-miR-219_st	0.47
odi-miR-281_st	0.49
odi-miR-31_st	12.78
odi-miR-7_st	0.37
odi-miR-92a_st	2.60
odi-miR-92b_st	0.75
ola-miR-430a_st	0.39
ola-miR-430b_st	0.37
ola-miR-430c_st	0.79
ola-miR-430d_st	0.51
osa-miR1317-3p_st	0.62
osa-miR1317-5p.2_st	0.95
osa-miR1317-5p_st	0.50
osa-miR1318_st	2.10
osa-miR1319_st	0.54
osa-miR1320-3p_st	0.47
osa-miR1320_st	0.84
osa-miR1423-5p.2_st	0.49
osa-miR1423_st	0.36
osa-miR1423b_st	1.21
osa-miR1424_st	0.01
osa-miR1425_st	0.39
osa-miR1426_st	0.38
osa-miR1427_st	2.49
osa-miR1428a-3p_st	1.66
osa-miR1428a-5p_st	0.35
osa-miR1428b_st	0.66
osa-miR1428c_st	0.61
osa-miR1428d_st	0.58
osa-miR1428e-3p_st	0.63
osa-miR1428e-5p_st	0.89
osa-miR1428f-5p_st	0.57
osa-miR1428g-5p_st	0.64
osa-miR1429-3p_st	0.45
osa-miR1429-5p_st	0.49
osa-miR1430_st	0.44
osa-miR1431_st	0.75
osa-miR1432_st	2.19
osa-miR1433_st	0.83
osa-miR1435_st	0.78
osa-miR1436_st	3.11
osa-miR1437_st	0.66
osa-miR1438_st	0.18
osa-miR1439_st	0.57
osa-miR1440_st	0.91
osa-miR1441_st	0.50
osa-miR1442_st	0.12
osa-miR156a_st	0.72
osa-miR156b_st	1.16
osa-miR156c_st	1.27
osa-miR156d_st	1.54
osa-miR156e_st	0.97
osa-miR156f_st	0.86
osa-miR156g_st	1.04
osa-miR156h_st	0.62
osa-miR156i_st	0.36
osa-miR156j_st	0.32
osa-miR156k_st	1.22
osa-miR156l_st	0.87
osa-miR159a.1_st	0.31
osa-miR159a.2_st	0.17
osa-miR159b_st	0.36
osa-miR159c_st	0.22
osa-miR159d_st	0.36
osa-miR159e_st	0.58
osa-miR159f_st	0.14
osa-miR160a_st	0.41
osa-miR160b_st	0.61
osa-miR160c_st	0.42
osa-miR160d_st	0.34
osa-miR160e_st	1.24
osa-miR160f_st	0.71
osa-miR162a_st	0.39
osa-miR162b_st	0.62
osa-miR164a_st	0.38
osa-miR164b_st	0.49
osa-miR164c_st	0.70
osa-miR164d_st	0.95
osa-miR164e_st	3.46
osa-miR164f_st	0.54
osa-miR166a_st	0.86
osa-miR166b_st	2.54
osa-miR166c_st	0.92
osa-miR166d_st	1.75
osa-miR166e_st	1.39
osa-miR166f_st	1.42
osa-miR166g_st	0.99
osa-miR166h_st	0.45
osa-miR166i_st	0.39
osa-miR166j_st	0.16
osa-miR166k_st	0.52
osa-miR166l_st	0.33
osa-miR166m_st	0.13
osa-miR166n_st	1.33
osa-miR167a-star_st	1.18
osa-miR167a_st	1.08
osa-miR167b_st	0.49
osa-miR167c_st	0.37
osa-miR167d_st	0.59
osa-miR167e_st	0.71
osa-miR167f_st	0.40
osa-miR167g_st	0.47
osa-miR167h_st	1.12
osa-miR167i_st	0.35
osa-miR167j_st	0.24
osa-miR168a-3p_st	0.79
osa-miR168a_st	0.95
osa-miR168b_st	0.55
osa-miR169a_st	0.38
osa-miR169b_st	0.21
osa-miR169c_st	0.57
osa-miR169d_st	0.74
osa-miR169e_st	0.65
osa-miR169f_st	0.22
osa-miR169g_st	0.55
osa-miR169h_st	0.35
osa-miR169i_st	0.45
osa-miR169j_st	0.78
osa-miR169k_st	0.12
osa-miR169l_st	0.02
osa-miR169m_st	0.77
osa-miR169n_st	0.46
osa-miR169o_st	0.46
osa-miR169p_st	0.47
osa-miR169q_st	0.37
osa-miR171a_st	0.25
osa-miR171b_st	0.47
osa-miR171c_st	0.35
osa-miR171d_st	0.72
osa-miR171e_st	0.21
osa-miR171f_st	0.61
osa-miR171g_st	0.55
osa-miR171h_st	0.49
osa-miR171i_st	0.69
osa-miR172a_st	0.80
osa-miR172b_st	1.04
osa-miR172c_st	0.78
osa-miR172d_st	0.74
